country,date,people_vaccinated_per_hundred,predicted,error,abs error
France,2021-05-31,38.44,28.603558348915566,9.836441651084431,9.836441651084431
Pakistan,2021-06-01,2.48,14.364534409010862,-11.884534409010861,11.884534409010861
Armenia,2021-06-01,1.13,7.939181835985703,-6.8091818359857035,6.8091818359857035
Cyprus,2021-06-01,44.29,28.979578204734803,15.310421795265196,15.310421795265196
Lithuania,2021-06-01,38.1,29.869659877321997,8.230340122678005,8.230340122678005
Serbia,2021-06-01,36.99,34.53405229670511,2.455947703294889,2.455947703294889
Guyana,2021-06-01,23.8,20.22885440069611,3.5711455993038896,3.5711455993038896
Costa Rica,2021-06-01,19.87,22.79199321521632,-2.921993215216318,2.921993215216318
Dominican Republic,2021-06-01,30.55,21.217089951758577,9.332910048241423,9.332910048241423
Wallis and Futuna,2021-06-01,38.89,41.44166861092033,-2.5516686109203306,2.5516686109203306
South Sudan,2021-06-01,0.09,7.249050382233495,-7.159050382233495,7.159050382233495
Kosovo,2021-06-01,2.86,9.047160059790524,-6.187160059790525,6.187160059790525
Malawi,2021-06-01,1.86,10.476842779196122,-8.616842779196123,8.616842779196123
Romania,2021-06-01,22.54,26.45101122867327,-3.911011228673271,3.911011228673271
Mauritania,2021-06-01,0.66,8.483475120195145,-7.823475120195145,7.823475120195145
Kazakhstan,2021-06-01,11.35,16.90692223568143,-5.556922235681432,5.556922235681432
Jamaica,2021-06-01,5.26,13.12314852465649,-7.86314852465649,7.86314852465649
Palestine,2021-06-01,6.47,11.56140932236601,-5.091409322366011,5.091409322366011
Aruba,2021-06-01,59.27,48.349790728899976,10.920209271100028,10.920209271100028
Germany,2021-06-01,43.5,29.903646363808388,13.596353636191612,13.596353636191612
Panama,2021-06-01,16.24,21.232494282732308,-4.992494282732309,4.992494282732309
Greece,2021-06-01,35.49,27.851932242370157,7.638067757629845,7.638067757629845
Libya,2021-06-01,3.55,6.507714239922461,-2.9577142399224607,2.9577142399224607
Rwanda,2021-06-01,2.71,14.674028727268805,-11.964028727268804,11.964028727268804
Italy,2021-06-01,39.67,28.86857879624087,10.80142120375913,10.80142120375913
Sierra Leone,2021-06-01,0.86,10.10744707476741,-9.247447074767411,9.247447074767411
Canada,2021-06-01,58.31,31.864959815324955,26.445040184675047,26.445040184675047
Monaco,2021-06-01,42.05,34.3318621979454,7.718137802054599,7.718137802054599
Mauritius,2021-06-01,18.3,20.470595505561757,-2.1705955055617565,2.1705955055617565
Isle of Man,2021-06-01,72.11,51.76936143802183,20.340638561978167,20.340638561978167
Luxembourg,2021-06-01,36.7,28.36089668070397,8.339103319296033,8.339103319296033
France,2021-06-01,39.05,28.82263285029494,10.227367149705056,10.227367149705056
Laos,2021-06-01,9.11,11.592136896843343,-2.4821368968433433,2.4821368968433433
Switzerland,2021-06-01,36.59,26.82585334448874,9.764146655511265,9.764146655511265
Gibraltar,2021-06-01,116.0,93.5841547048947,22.4158452951053,22.4158452951053
Faeroe Islands,2021-06-01,42.39,31.633264917122208,10.756735082877793,10.756735082877793
Ukraine,2021-06-01,2.4,12.549712618044353,-10.149712618044353,10.149712618044353
South Africa,2021-06-01,1.88,12.911885753873282,-11.031885753873283,11.031885753873283
Andorra,2021-06-01,35.74,28.447066093796945,7.292933906203057,7.292933906203057
Belarus,2021-06-01,5.47,18.773632922642225,-13.303632922642226,13.303632922642226
Russia,2021-06-01,11.45,22.91634337208846,-11.46634337208846,11.46634337208846
Kuwait,2021-06-01,19.25,26.005877820601516,-6.7558778206015155,6.7558778206015155
Senegal,2021-06-01,2.7,13.46540768986203,-10.76540768986203,10.76540768986203
Maldives,2021-06-01,57.42,51.55284016035178,5.867159839648224,5.867159839648224
Saint Kitts and Nevis,2021-06-01,37.77,27.389143953598317,10.380856046401686,10.380856046401686
South Korea,2021-06-01,12.4,14.79176171216979,-2.3917617121697905,2.3917617121697905
Papua New Guinea,2021-06-01,0.24,7.92559114054788,-7.68559114054788,7.68559114054788
Belgium,2021-06-01,41.14,29.602068296791938,11.537931703208063,11.537931703208063
Cameroon,2021-06-01,0.24,6.63107225066123,-6.39107225066123,6.39107225066123
Guernsey,2021-06-01,49.17,47.38485334448875,1.7851466555112552,1.7851466555112552
Austria,2021-06-01,41.15,29.823916634078838,11.32608336592116,11.32608336592116
Albania,2021-06-01,16.93,18.20885619743179,-1.2788561974317894,1.2788561974317894
Solomon Islands,2021-06-01,1.91,9.18699119156543,-7.276991191565429,7.276991191565429
Paraguay,2021-06-01,4.04,13.008908151256076,-8.968908151256077,8.968908151256077
Curacao,2021-06-01,51.9,42.55425501461434,9.345744985385657,9.345744985385657
Tuvalu,2021-06-01,20.35,25.16963903031873,-4.819639030318729,4.819639030318729
Ecuador,2021-06-01,9.2,17.189686641273884,-7.9896866412738845,7.9896866412738845
Benin,2021-06-01,0.1,3.2690802700060324,-3.1690802700060323,3.1690802700060323
Cambodia,2021-06-01,15.84,18.086026564217878,-2.2460265642178783,2.2460265642178783
Spain,2021-06-01,39.41,29.083419786859903,10.326580213140094,10.326580213140094
Cote d'Ivoire,2021-06-01,2.06,11.513024224411613,-9.453024224411612,9.453024224411612
Poland,2021-06-01,36.72,28.553768977064056,8.166231022935943,8.166231022935943
Greenland,2021-06-01,25.88,24.09713689155873,1.7828631084412692,1.7828631084412692
Jordan,2021-06-01,13.84,19.320747322464936,-5.480747322464936,5.480747322464936
Scotland,2021-06-01,60.15,48.321294777053666,11.828705222946333,11.828705222946333
Kyrgyzstan,2021-06-01,0.57,8.235012403777006,-7.6650124037770055,7.6650124037770055
Wales,2021-06-01,68.28,52.70589270117705,15.574107298822952,15.574107298822952
Argentina,2021-06-01,21.39,24.05340747886685,-2.663407478866848,2.663407478866848
Dominica,2021-06-01,27.52,32.37767793010792,-4.857677930107922,4.857677930107922
Oman,2021-06-01,4.24,19.851319997472213,-15.611319997472213,15.611319997472213
Afghanistan,2021-06-01,1.23,12.214858239312559,-10.984858239312558,10.984858239312558
United States,2021-06-01,50.38,40.09169744121901,10.288302558780991,10.288302558780991
Sudan,2021-06-01,0.73,10.258893730094822,-9.528893730094822,9.528893730094822
Uzbekistan,2021-06-01,3.58,9.392885539689338,-5.812885539689338,5.812885539689338
Botswana,2021-06-01,6.24,10.220701636421992,-3.9807016364219923,3.9807016364219923
Madagascar,2021-06-01,0.13,3.191580270042298,-3.061580270042298,3.061580270042298
Macao,2021-06-01,17.33,17.96983029842431,-0.6398302984243109,0.6398302984243109
Philippines,2021-06-01,3.63,12.172446629156006,-8.542446629156007,8.542446629156007
Brazil,2021-06-01,21.61,22.91251072500926,-1.3025107250092596,1.3025107250092596
Cape Verde,2021-06-01,3.9,10.118143983291755,-6.218143983291755,6.218143983291755
Guinea,2021-06-01,2.02,8.82361691681928,-6.80361691681928,6.80361691681928
Ghana,2021-06-01,2.74,12.9929051767927,-10.2529051767927,10.2529051767927
Peru,2021-06-01,9.17,15.641218871909867,-6.471218871909867,6.471218871909867
Sint Maarten (Dutch part),2021-06-01,39.7,39.06014887635986,0.6398511236401419,0.6398511236401419
El Salvador,2021-06-01,17.78,18.182084327931396,-0.40208432793139437,0.40208432793139437
Belize,2021-06-01,16.42,18.40797604092062,-1.9879760409206177,1.9879760409206177
Portugal,2021-06-01,38.2,29.112497715159808,9.087502284840195,9.087502284840195
Somalia,2021-06-01,0.81,6.678795321002571,-5.868795321002571,5.868795321002571
Djibouti,2021-06-01,1.27,7.116633158839395,-5.846633158839396,5.846633158839396
Guatemala,2021-06-01,2.52,12.234934049674571,-9.714934049674572,9.714934049674572
Saudi Arabia,2021-06-01,0.0,16.978273856908448,-16.978273856908448,16.978273856908448
Australia,2021-06-01,15.14,13.110049135432035,2.029950864567965,2.029950864567965
Cuba,2021-06-01,11.52,7.993021733170174,3.5269782668298255,3.5269782668298255
Liechtenstein,2021-06-01,34.38,27.946169218583453,6.43383078141655,6.43383078141655
Anguilla,2021-06-01,60.02,46.0756385410253,13.944361458974704,13.944361458974704
Barbados,2021-06-01,27.67,33.16913076808474,-5.49913076808474,5.49913076808474
Guinea-Bissau,2021-06-01,0.3,3.4765802699496007,-3.176580269949601,3.176580269949601
Japan,2021-06-01,8.21,13.569480161264753,-5.359480161264752,5.359480161264752
Jersey,2021-06-01,60.31,57.84547524378149,2.464524756218509,2.464524756218509
Singapore,2021-06-01,38.99,29.308031212481726,9.681968787518276,9.681968787518276
Zambia,2021-06-01,0.77,6.545373289283312,-5.775373289283312,5.775373289283312
Croatia,2021-06-01,31.52,25.968413922083297,5.551586077916703,5.551586077916703
Czechia,2021-06-01,36.86,27.709930147592193,9.150069852407807,9.150069852407807
Chile,2021-06-01,56.71,40.77563559932193,15.93436440067807,15.93436440067807
Qatar,2021-06-01,51.36,26.688260721815897,24.671739278184102,24.671739278184102
Turks and Caicos Islands,2021-06-01,53.62,41.22019948101382,12.399800518986176,12.399800518986176
Uganda,2021-06-01,1.48,10.679069577288058,-9.199069577288057,9.199069577288057
Slovenia,2021-06-01,32.25,28.431957174619253,3.818042825380747,3.818042825380747
New Caledonia,2021-06-01,17.47,20.958335655847282,-3.4883356558472833,3.4883356558472833
Egypt,2021-06-01,2.41,15.29335334448876,-12.88335334448876,12.88335334448876
San Marino,2021-06-01,63.59,47.332220541961476,16.257779458038527,16.257779458038527
Malaysia,2021-06-01,5.89,13.66781915712841,-7.77781915712841,7.77781915712841
Montserrat,2021-06-01,27.17,32.6296398222338,-5.459639822233797,5.459639822233797
Vietnam,2021-06-01,1.1,10.722833687302145,-9.622833687302146,9.622833687302146
Samoa,2021-06-01,16.44,10.57687827548871,5.863121724511291,5.863121724511291
Angola,2021-06-01,2.07,11.867071843459467,-9.797071843459467,9.797071843459467
Hungary,2021-06-01,53.9,35.77193224237023,18.128067757629772,18.128067757629772
Gabon,2021-06-01,0.64,9.01440862658746,-8.37440862658746,8.37440862658746
Cayman Islands,2021-06-01,65.79,47.06264670174653,18.727353298253476,18.727353298253476
Congo,2021-06-01,0.41,6.54862328930718,-6.13862328930718,6.13862328930718
Montenegro,2021-06-01,21.31,17.61554918876499,3.694450811235008,3.694450811235008
Trinidad and Tobago,2021-06-01,7.04,13.951273625227977,-6.9112736252279765,6.9112736252279765
Georgia,2021-06-01,3.61,10.508432990260438,-6.898432990260439,6.898432990260439
Ethiopia,2021-06-01,1.59,7.72258592386336,-6.13258592386336,6.13258592386336
Bhutan,2021-06-01,62.56,66.69805139138133,-4.138051391381325,4.138051391381325
Saint Vincent and the Grenadines,2021-06-01,16.6,21.028754543902128,-4.4287545439021265,4.4287545439021265
Venezuela,2021-06-01,1.11,12.822917661264764,-11.712917661264765,11.712917661264765
Nigeria,2021-06-01,0.95,11.16823081448942,-10.21823081448942,10.21823081448942
New Zealand,2021-06-01,9.0,14.598422060586113,-5.598422060586113,5.598422060586113
Norway,2021-06-01,30.81,30.343985145509325,0.46601485449067326,0.46601485449067326
Zimbabwe,2021-06-01,4.56,13.77164576144514,-9.21164576144514,9.21164576144514
Estonia,2021-06-01,36.08,30.103639314460775,5.976360685539223,5.976360685539223
Hong Kong,2021-06-01,18.67,19.650352744807105,-0.980352744807103,0.980352744807103
Equatorial Guinea,2021-06-01,10.55,12.342957182493915,-1.7929571824939146,1.7929571824939146
Central African Republic,2021-06-01,0.37,3.186580269949694,-2.816580269949694,2.816580269949694
Denmark,2021-06-01,38.08,29.813132794759074,8.266867205240924,8.266867205240924
Vanuatu,2021-06-01,0.0,22.391701050778888,-22.391701050778888,22.391701050778888
Suriname,2021-06-01,11.8,16.24299010744446,-4.442990107444459,4.442990107444459
Israel,2021-06-01,63.0,65.30218795907248,-2.3021879590724836,2.3021879590724836
Saint Lucia,2021-06-01,15.39,20.963638331192815,-5.573638331192814,5.573638331192814
Bolivia,2021-06-01,11.79,16.934985467101928,-5.144985467101929,5.144985467101929
Mongolia,2021-06-01,56.72,31.31848461293902,25.40151538706098,25.40151538706098
Netherlands,2021-06-01,39.53,28.331476492357286,11.198523507642715,11.198523507642715
Honduras,2021-06-01,2.12,11.562564645232381,-9.44256464523238,9.44256464523238
Azerbaijan,2021-06-01,13.86,20.629269611129562,-6.7692696111295625,6.7692696111295625
Colombia,2021-06-01,13.89,16.41802182793148,-2.528021827931479,2.528021827931479
United Kingdom,2021-06-01,58.31,50.35773667280833,7.952263327191673,7.952263327191673
Democratic Republic of Congo,2021-06-01,0.03,5.809640953195096,-5.779640953195096,5.779640953195096
Sri Lanka,2021-06-01,7.9,17.96362675552687,-10.06362675552687,10.06362675552687
Bermuda,2021-06-01,60.31,45.942811421312456,14.367188578687546,14.367188578687546
Cook Islands,2021-06-01,47.2,22.391701050778888,24.808298949221115,24.808298949221115
French Polynesia,2021-06-01,20.56,21.902479799991422,-1.3424797999914233,1.3424797999914233
Iraq,2021-06-01,0.74,11.424690891078427,-10.684690891078427,10.684690891078427
Indonesia,2021-06-01,6.07,18.546959443677064,-12.476959443677064,12.476959443677064
Seychelles,2021-06-01,71.64,68.93195840112557,2.7080415988744306,2.7080415988744306
Tonga,2021-06-01,27.09,16.184635079266474,10.905364920733525,10.905364920733525
Mexico,2021-06-01,17.1,22.58596672515011,-5.48596672515011,5.48596672515011
Brunei,2021-06-01,9.52,10.494759461972805,-0.9747594619728055,0.9747594619728055
Bangladesh,2021-06-01,3.54,17.230664436332166,-13.690664436332167,13.690664436332167
Algeria,2021-06-01,0.17,14.597873612774318,-14.427873612774318,14.427873612774318
Latvia,2021-06-01,29.22,25.09451727638378,4.125482723616219,4.125482723616219
Thailand,2021-06-01,3.71,12.154313565217233,-8.444313565217232,8.444313565217232
Niger,2021-06-01,0.63,8.19014251593092,-7.560142515930919,7.560142515930919
Iran,2021-06-01,3.26,13.884973155567085,-10.624973155567085,10.624973155567085
British Virgin Islands,2021-06-01,38.21,39.3012077630687,-1.0912077630687023,1.0912077630687023
Syria,2021-06-01,0.14,11.068738510126028,-10.928738510126028,10.928738510126028
Taiwan,2021-06-01,1.34,9.179236055848623,-7.839236055848623,7.839236055848623
Malta,2021-06-01,72.38,44.508983098627695,27.8710169013723,27.8710169013723
United Arab Emirates,2021-06-01,51.38,46.55813099976564,4.821869000234365,4.821869000234365
Yemen,2021-06-01,0.35,3.565192022038694,-3.215192022038694,3.215192022038694
Togo,2021-06-01,3.27,11.356701156235463,-8.086701156235463,8.086701156235463
Northern Ireland,2021-06-01,56.06,48.307807594794156,7.752192405205847,7.752192405205847
China,2021-06-01,0.0,19.388093372088445,-19.388093372088445,19.388093372088445
Moldova,2021-06-01,8.55,12.83711331689225,-4.287113316892249,4.287113316892249
Sweden,2021-06-01,37.32,28.911349066511132,8.408650933488868,8.408650933488868
Liberia,2021-06-01,1.11,3.976580269896104,-2.8665802698961036,2.8665802698961036
Comoros,2021-06-01,4.96,8.266862534458742,-3.306862534458742,3.306862534458742
Iceland,2021-06-01,50.22,31.746000128979862,18.473999871020137,18.473999871020137
Grenada,2021-06-01,15.41,20.62277596932358,-5.21277596932358,5.21277596932358
Nepal,2021-06-01,7.25,18.83295257192515,-11.582952571925151,11.582952571925151
Nauru,2021-06-01,68.23,20.10323809777643,48.12676190222358,48.12676190222358
Kenya,2021-06-01,1.8,11.503405999814905,-9.703405999814905,9.703405999814905
Bahamas,2021-06-01,11.79,14.276870866915466,-2.486870866915467,2.486870866915467
Mali,2021-06-01,0.46,8.067954776911467,-7.607954776911467,7.607954776911467
Bosnia and Herzegovina,2021-06-01,5.76,13.837579890892062,-8.077579890892062,8.077579890892062
Finland,2021-06-01,44.69,31.484802916604142,13.205197083395856,13.205197083395856
England,2021-06-01,58.78,50.42436638297633,8.35563361702367,8.35563361702367
Lebanon,2021-06-01,7.85,15.232858330687332,-7.382858330687332,7.382858330687332
Uruguay,2021-06-01,52.92,34.1201275187056,18.7998724812944,18.7998724812944
Fiji,2021-06-01,15.2,13.656989838019943,1.5430101619800567,1.5430101619800567
North Macedonia,2021-06-01,11.37,14.564978537378465,-3.194978537378466,3.194978537378466
Mozambique,2021-06-01,1.02,10.692192661661231,-9.672192661661231,9.672192661661231
Morocco,2021-06-01,23.77,24.710437100354515,-0.9404371003545151,0.9404371003545151
India,2021-06-01,12.29,20.119415344885045,-7.829415344885046,7.829415344885046
Tajikistan,2021-06-01,0.83,4.257192022038762,-3.4271920220387617,3.4271920220387617
Ireland,2021-06-01,35.66,28.44834458327062,7.211655416729375,7.211655416729375
Gambia,2021-06-01,1.21,10.759990629919677,-9.549990629919677,9.549990629919677
Bulgaria,2021-06-01,11.69,21.98190062955182,-10.29190062955182,10.29190062955182
Slovakia,2021-06-01,32.11,27.835134072574203,4.274865927425797,4.274865927425797
Timor,2021-06-01,6.2,7.785873289275578,-1.585873289275578,1.585873289275578
Namibia,2021-06-01,2.72,9.891576819112831,-7.171576819112831,7.171576819112831
Sao Tome and Principe,2021-06-01,5.65,13.36645509569216,-7.71645509569216,7.71645509569216
Tunisia,2021-06-01,5.69,11.566571740141935,-5.876571740141935,5.876571740141935
Bahrain,2021-06-01,56.25,41.38344010341024,14.866559896589763,14.866559896589763
Antigua and Barbuda,2021-06-01,34.17,33.50868987758463,0.6613101224153723,0.6613101224153723
Turkey,2021-06-01,19.85,25.470902415056383,-5.620902415056381,5.620902415056381
Ireland,2021-06-02,35.66,28.667419084649996,6.9925809153500005,6.9925809153500005
Belarus,2021-06-02,5.47,18.9927074240216,-13.5227074240216,13.5227074240216
China,2021-06-02,0.0,19.60716787346782,-19.60716787346782,19.60716787346782
Guatemala,2021-06-02,2.59,12.454008551053946,-9.864008551053946,9.864008551053946
Bhutan,2021-06-02,62.56,66.91712589276071,-4.357125892760706,4.357125892760706
Norway,2021-06-02,31.79,30.563059646888707,1.2269403531112921,1.2269403531112921
Malaysia,2021-06-02,5.89,13.886893658507784,-7.996893658507784,7.996893658507784
Guyana,2021-06-02,25.92,20.447928902075486,5.472071097924516,5.472071097924516
Nigeria,2021-06-02,0.95,11.387305315868794,-10.437305315868795,10.437305315868795
South Sudan,2021-06-02,0.09,7.4681248836128695,-7.37812488361287,7.37812488361287
Mexico,2021-06-02,17.55,22.805041226529486,-5.255041226529485,5.255041226529485
Bosnia and Herzegovina,2021-06-02,5.76,14.056654392271437,-8.296654392271437,8.296654392271437
Lithuania,2021-06-02,38.8,30.08873437870137,8.711265621298626,8.711265621298626
Monaco,2021-06-02,42.05,34.550936699324765,7.499063300675232,7.499063300675232
Costa Rica,2021-06-02,19.87,23.011067716595694,-3.1410677165956926,3.1410677165956926
Philippines,2021-06-02,3.63,12.39152113053538,-8.761521130535382,8.761521130535382
Equatorial Guinea,2021-06-02,10.55,12.56203168387329,-2.012031683873289,2.012031683873289
Slovakia,2021-06-02,32.44,28.054208573953577,4.385791426046421,4.385791426046421
Kosovo,2021-06-02,3.61,9.266234561169899,-5.656234561169899,5.656234561169899
Fiji,2021-06-02,15.2,13.876064339399317,1.3239356606006822,1.3239356606006822
Nepal,2021-06-02,7.25,19.052027073304526,-11.802027073304526,11.802027073304526
Switzerland,2021-06-02,37.36,27.044927845868113,10.315072154131887,10.315072154131887
Slovenia,2021-06-02,32.98,28.651031675998627,4.328968324001369,4.328968324001369
Rwanda,2021-06-02,2.71,14.893103228648183,-12.183103228648182,12.183103228648182
Serbia,2021-06-02,37.75,34.753126798084494,2.9968732019155055,2.9968732019155055
Sri Lanka,2021-06-02,8.25,18.182701256906245,-9.932701256906245,9.932701256906245
Kyrgyzstan,2021-06-02,0.57,8.45408690515638,-7.88408690515638,7.88408690515638
Turkey,2021-06-02,20.07,25.689976916435757,-5.619976916435757,5.619976916435757
Poland,2021-06-02,37.37,28.77284347844343,8.597156521556567,8.597156521556567
Colombia,2021-06-02,14.46,16.637096329310854,-2.177096329310853,2.177096329310853
Suriname,2021-06-02,11.99,16.462064608823827,-4.4720646088238265,4.4720646088238265
Portugal,2021-06-02,38.61,29.331572216539175,9.278427783460824,9.278427783460824
New Caledonia,2021-06-02,17.47,21.17741015722665,-3.7074101572266507,3.7074101572266507
Montenegro,2021-06-02,21.5,17.834623690144365,3.6653763098556347,3.6653763098556347
Albania,2021-06-02,16.93,18.427930698811164,-1.4979306988111638,1.4979306988111638
Singapore,2021-06-02,38.99,29.5271057138611,9.462894286138901,9.462894286138901
Guinea,2021-06-02,2.09,9.042691418198654,-6.952691418198654,6.952691418198654
Wallis and Futuna,2021-06-02,38.89,41.6607431122997,-2.770743112299698,2.770743112299698
Cook Islands,2021-06-02,47.2,22.610775552158263,24.58922444784174,24.58922444784174
Congo,2021-06-02,0.41,6.7676977906865545,-6.357697790686554,6.357697790686554
France,2021-06-02,39.64,29.041707351674315,10.598292648325685,10.598292648325685
Czechia,2021-06-02,37.44,27.929004648971567,9.51099535102843,9.51099535102843
Vietnam,2021-06-02,1.11,10.94190818868152,-9.83190818868152,9.83190818868152
Pakistan,2021-06-02,2.58,14.583608910390236,-12.003608910390236,12.003608910390236
Dominican Republic,2021-06-02,31.57,21.436164453137952,10.133835546862048,10.133835546862048
Australia,2021-06-02,15.53,13.32912363681141,2.2008763631885895,2.2008763631885895
Malawi,2021-06-02,1.87,10.695917280575497,-8.825917280575496,8.825917280575496
Qatar,2021-06-02,51.87,26.907335223195272,24.962664776804726,24.962664776804726
Samoa,2021-06-02,16.44,10.795952776868084,5.644047223131917,5.644047223131917
Canada,2021-06-02,58.97,32.08403431670433,26.885965683295666,26.885965683295666
Barbados,2021-06-02,27.97,33.38820526946412,-5.418205269464124,5.418205269464124
Saudi Arabia,2021-06-02,0.0,17.197348358287822,-17.197348358287822,17.197348358287822
Syria,2021-06-02,0.14,11.287813011505403,-11.147813011505402,11.147813011505402
Armenia,2021-06-02,1.13,8.158256337365078,-7.028256337365078,7.028256337365078
Russia,2021-06-02,11.65,23.135417873467834,-11.485417873467833,11.485417873467833
Uzbekistan,2021-06-02,3.58,9.611960041068713,-6.031960041068713,6.031960041068713
Algeria,2021-06-02,0.17,14.816948114153693,-14.646948114153693,14.646948114153693
Sudan,2021-06-02,0.82,10.477968231474197,-9.657968231474197,9.657968231474197
Andorra,2021-06-02,35.74,28.66614059517632,7.073859404823683,7.073859404823683
Brazil,2021-06-02,21.88,23.131585226388633,-1.2515852263886345,1.2515852263886345
Spain,2021-06-02,40.04,29.302494288239277,10.737505711760722,10.737505711760722
Senegal,2021-06-02,2.7,13.684482191241404,-10.984482191241405,10.984482191241405
Timor,2021-06-02,6.2,8.004947790654953,-1.8049477906549525,1.8049477906549525
Turks and Caicos Islands,2021-06-02,53.62,41.4392739823932,12.180726017606794,12.180726017606794
Ethiopia,2021-06-02,1.6,7.941660425242734,-6.341660425242734,6.341660425242734
Chile,2021-06-02,57.39,40.9947101007013,16.395289899298703,16.395289899298703
Democratic Republic of Congo,2021-06-02,0.03,6.0287154545744706,-5.99871545457447,5.99871545457447
Egypt,2021-06-02,2.41,15.512427845868135,-13.102427845868135,13.102427845868135
Anguilla,2021-06-02,60.02,46.29471304240468,13.725286957595323,13.725286957595323
Austria,2021-06-02,42.0,30.042991135458212,11.957008864541788,11.957008864541788
Namibia,2021-06-02,2.78,10.110651320492206,-7.330651320492207,7.330651320492207
Greenland,2021-06-02,27.33,24.316211392938104,3.013788607061894,3.013788607061894
Morocco,2021-06-02,24.03,24.929511601733882,-0.8995116017338809,0.8995116017338809
Greece,2021-06-02,36.0,28.07100674374954,7.928993256250461,7.928993256250461
North Macedonia,2021-06-02,11.49,14.784053038757836,-3.294053038757836,3.294053038757836
Honduras,2021-06-02,3.24,11.781639146611756,-8.541639146611756,8.541639146611756
Romania,2021-06-02,22.64,26.670085730052637,-4.030085730052637,4.030085730052637
Zimbabwe,2021-06-02,4.59,13.990720262824514,-9.400720262824514,9.400720262824514
Bangladesh,2021-06-02,3.54,17.449738937711547,-13.909738937711548,13.909738937711548
Mozambique,2021-06-02,1.02,10.911267163040606,-9.891267163040606,9.891267163040606
Gambia,2021-06-02,1.21,10.979065131299052,-9.769065131299051,9.769065131299051
Sao Tome and Principe,2021-06-02,5.65,13.585529597071535,-7.935529597071534,7.935529597071534
Tunisia,2021-06-02,5.92,11.78564624152131,-5.8656462415213095,5.8656462415213095
Peru,2021-06-02,9.4,15.860293373289242,-6.460293373289241,6.460293373289241
Cambodia,2021-06-02,15.94,18.305101065597253,-2.365101065597253,2.365101065597253
Antigua and Barbuda,2021-06-02,34.17,33.72776437896401,0.4422356210359908,0.4422356210359908
Bolivia,2021-06-02,12.1,17.15405996848131,-5.05405996848131,5.05405996848131
British Virgin Islands,2021-06-02,38.21,39.520282264448085,-1.3102822644480838,1.3102822644480838
Wales,2021-06-02,68.54,52.92496720255642,15.61503279744359,15.61503279744359
Argentina,2021-06-02,21.96,24.272481980246216,-2.312481980246215,2.312481980246215
Denmark,2021-06-02,38.82,30.03220729613845,8.787792703861552,8.787792703861552
Libya,2021-06-02,3.55,6.726788741301835,-3.176788741301835,3.176788741301835
Cyprus,2021-06-02,44.35,29.198652706114178,15.151347293885824,15.151347293885824
Faeroe Islands,2021-06-02,42.39,31.85233941850159,10.537660581498411,10.537660581498411
Yemen,2021-06-02,0.35,3.7842665234180686,-3.4342665234180685,3.4342665234180685
Trinidad and Tobago,2021-06-02,7.42,14.170348126607351,-6.750348126607351,6.750348126607351
Gabon,2021-06-02,0.64,9.233483127966835,-8.593483127966834,8.593483127966834
United States,2021-06-02,50.45,40.31077194259838,10.139228057401624,10.139228057401624
Italy,2021-06-02,40.23,29.08765329762024,11.142346702379758,11.142346702379758
Liechtenstein,2021-06-02,35.14,28.16524371996282,6.97475628003718,6.97475628003718
Kuwait,2021-06-02,19.25,26.22495232198089,-6.97495232198089,6.97495232198089
Venezuela,2021-06-02,1.11,13.041992162644139,-11.93199216264414,11.93199216264414
Comoros,2021-06-02,4.96,8.485937035838116,-3.5259370358381164,3.5259370358381164
Jordan,2021-06-02,13.84,19.53982182384431,-5.69982182384431,5.69982182384431
Afghanistan,2021-06-02,1.24,12.433932740691933,-11.193932740691933,11.193932740691933
Kenya,2021-06-02,1.81,11.72248050119428,-9.91248050119428,9.91248050119428
Jersey,2021-06-02,60.63,58.06454974516086,2.565450254839142,2.565450254839142
Malta,2021-06-02,73.01,44.72805760000708,28.28194239999293,28.28194239999293
Brunei,2021-06-02,10.01,10.71383396335218,-0.7038339633521797,0.7038339633521797
Belgium,2021-06-02,41.83,29.821142798171312,12.008857201828686,12.008857201828686
Croatia,2021-06-02,31.97,26.18748842346267,5.782511576537328,5.782511576537328
Uruguay,2021-06-02,53.9,34.33920202008498,19.560797979915016,19.560797979915016
Ghana,2021-06-02,2.74,13.211979678172074,-10.471979678172074,10.471979678172074
Palestine,2021-06-02,6.75,11.780483823745385,-5.030483823745385,5.030483823745385
Somalia,2021-06-02,0.81,6.897869822381946,-6.087869822381945,6.087869822381945
India,2021-06-02,12.45,20.33848984626442,-7.88848984626442,7.88848984626442
Thailand,2021-06-02,3.71,12.373388066596608,-8.663388066596607,8.663388066596607
Vanuatu,2021-06-02,0.0,22.610775552158263,-22.610775552158263,22.610775552158263
Papua New Guinea,2021-06-02,0.24,8.144665641927254,-7.904665641927254,7.904665641927254
Finland,2021-06-02,45.32,31.703877417983517,13.616122582016484,13.616122582016484
Hungary,2021-06-02,54.11,35.991006743749594,18.118993256250405,18.118993256250405
New Zealand,2021-06-02,9.26,14.817496561965488,-5.557496561965488,5.557496561965488
Macao,2021-06-02,17.95,18.188904799803684,-0.2389047998036844,0.2389047998036844
Burkina Faso,2021-06-02,0.0,22.610775552158263,-22.610775552158263,22.610775552158263
Iceland,2021-06-02,52.02,31.965074630359236,20.054925369640767,20.054925369640767
Bahamas,2021-06-02,11.79,14.49594536829484,-2.7059453682948416,2.7059453682948416
Montserrat,2021-06-02,27.17,32.848714323613166,-5.678714323613164,5.678714323613164
